date,stock_price,year,optimism,anxiety,sadness,surprise,neutral,anger_disgust
2010-01-01,95.217443134666,2010,8.793167592526805,5.843137185193616,5.878797477096364,7.55421571075513,6.192260685839495,3.7763216493705705
2010-02-01,103.56116131304887,2010,8.793167592526805,5.843137185193616,5.878797477096364,7.55421571075513,6.192260685839495,3.7763216493705705
2010-03-01,102.11085335929816,2010,8.793167592526805,5.843137185193616,5.878797477096364,7.55421571075513,6.192260685839495,3.7763216493705705
2010-04-01,102.41832092449528,2010,8.793167592526805,5.843137185193616,5.878797477096364,7.55421571075513,6.192260685839495,3.7763216493705705
2010-05-01,102.33393697368469,2010,8.793167592526805,5.843137185193616,5.878797477096364,7.55421571075513,6.192260685839495,3.7763216493705705
2010-06-01,106.26726302167596,2010,8.793167592526805,5.843137185193616,5.878797477096364,7.55421571075513,6.192260685839495,3.7763216493705705
2010-07-01,105.82076133817002,2010,8.793167592526805,5.843137185193616,5.878797477096364,7.55421571075513,6.192260685839495,3.7763216493705705
2010-08-01,106.38089901151582,2010,8.793167592526805,5.843137185193616,5.878797477096364,7.55421571075513,6.192260685839495,3.7763216493705705
2010-09-01,106.24469290249561,2010,8.793167592526805,5.843137185193616,5.878797477096364,7.55421571075513,6.192260685839495,3.7763216493705705
2010-10-01,110.07763864512829,2010,8.793167592526805,5.843137185193616,5.878797477096364,7.55421571075513,6.192260685839495,3.7763216493705705
2010-11-01,111.36855538220722,2010,8.793167592526805,5.843137185193616,5.878797477096364,7.55421571075513,6.192260685839495,3.7763216493705705
2010-12-01,103.33553679099815,2010,8.793167592526805,5.843137185193616,5.878797477096364,7.55421571075513,6.192260685839495,3.7763216493705705
2011-01-01,115.0364311216762,2011,6.115765114384395,4.913628651118103,4.96833880097048,7.763755207414981,6.445623347020388,2.6180223125254245
2011-02-01,113.72782619047737,2011,6.115765114384395,4.913628651118103,4.96833880097048,7.763755207414981,6.445623347020388,2.6180223125254245
2011-03-01,114.60585973515596,2011,6.115765114384395,4.913628651118103,4.96833880097048,7.763755207414981,6.445623347020388,2.6180223125254245
2011-04-01,125.59130909051909,2011,6.115765114384395,4.913628651118103,4.96833880097048,7.763755207414981,6.445623347020388,2.6180223125254245
2011-05-01,128.15833710680226,2011,6.115765114384395,4.913628651118103,4.96833880097048,7.763755207414981,6.445623347020388,2.6180223125254245
2011-06-01,118.9128349439583,2011,6.115765114384395,4.913628651118103,4.96833880097048,7.763755207414981,6.445623347020388,2.6180223125254245
2011-07-01,119.68308404378853,2011,6.115765114384395,4.913628651118103,4.96833880097048,7.763755207414981,6.445623347020388,2.6180223125254245
2011-08-01,113.64334882528462,2011,6.115765114384395,4.913628651118103,4.96833880097048,7.763755207414981,6.445623347020388,2.6180223125254245
2011-09-01,117.73455186806248,2011,6.115765114384395,4.913628651118103,4.96833880097048,7.763755207414981,6.445623347020388,2.6180223125254245
