date,stock_price,year,optimism,anxiety,sadness,surprise,neutral,anger_disgust
,,,,,,,,
2010-01-01,6.440330982208252,2010,5.749080237694725,3.8419109189756977,3.6690622377149946,5.357401395563923,4.3933728682537225,2.564841046691966
2010-02-01,5.860126495361328,2010,5.582458280396084,4.470870832246921,3.067430070941013,5.7152643701647925,5.2166388028001345,4.771539872578088
2010-03-01,6.2892608642578125,2010,6.368466053024314,2.3490754554934874,2.072539985281711,5.178318205108256,4.697011599663182,3.025596115810082
2010-04-01,7.101187705993652,2010,5.542698063547792,2.1257456501487724,1.935109964478436,3.9250652118969307,4.024832178338847,4.787746745729407
2010-05-01,8.015430450439453,2010,5.661796049705298,4.473414552813647,2.6121375713315653,3.053635452104454,5.050351579868448,4.670469087720183
2010-06-01,7.849313735961914,2010,5.628711962152654,3.1854658924169152,3.801036718398805,3.3645335086129986,4.762671634244569,3.150545283530915
2010-07-01,7.47765588760376,2010,5.455870325083883,2.4806768029295188,1.474849152098121,4.296074398901225,5.684077567211043,4.031122055443152
2010-08-01,7.880009651184082,2010,5.073773894709065,2.1518674168072223,3.126296897036964,4.918661479131933,5.604442637942603,2.106256919842591
2010-09-01,7.533329963684082,2010,5.373037020799709,4.497090618982985,2.9567920178313107,4.05432502041205,4.711374779788748,2.995950183629865
2010-10-01,8.502044677734375,2010,6.059301156712013,4.416296987899959,1.6897551125848977,4.456698606850288,5.724610473153341,3.389732436451424
2010-11-01,9.15386962890625,2010,5.321616102834997,4.017151529875111,2.3669824646592756,3.0496113736820125,5.634952878609841,3.1896379609208454
2010-12-01,9.521615028381348,2010,6.589622607083297,3.858169908099506,2.231568353054284,3.063491441946115,5.2281299694547965,2.4534019995466814
2011-01-01,9.917950630187988,2011,6.702273343033713,2.30852777647243,2.9416668501935663,4.712231225199959,5.325606172751471,4.956998069073521
2011-02-01,10.383194923400879,2011,6.734144637160208,2.1798299025839247,1.773086944567539,3.352386218389152,5.069933411330808,3.9161317452886237
2011-03-01,10.511992454528809,2011,5.074696377498428,2.887796088309848,1.3637946800774101,5.1304351127895105,5.488561878588328,4.210938787163455
2011-04-01,10.369050025939941,2011,6.671960241024411,4.83777393209626,2.0905433721078,3.6468271892465713,5.029964807391612,4.202345903193257
2011-05-01,10.42081069946289,2011,5.0920052840435055,3.2060816506647223,3.6366434377385564,3.6636645425468974,4.415776110526289,3.1155479081118767
2011-06-01,10.397637367248535,2011,6.284838556412631,2.944755333766687,1.633020075122578,4.410746956979929,5.37174491046288,4.773934137747243
2011-07-01,10.329930305480957,2011,5.046543871471652,4.26041633197879,3.7677172147174,4.7091138961062295,4.216996690140877,2.488809316907138
2011-08-01,11.9396390914917,2011,5.857988054750036,2.316450282383107,2.2315144640450697,4.766066923008048,4.286591982861869,4.148882991460515
2011-09-01,11.466567993164062,2011,6.583158087451697,4.734017570235892,3.1225684569341285,5.274387619490534,4.395535255235037,2.8387130161117082
2011-10-01,11.273062705993652,2011,6.9732791570023505,2.485769019896641,2.0001035143496884,4.471829064935219,4.166387353703015,4.412880391331342
2011-11-01,11.932412147521973,2011,6.492089758530847,3.74520994226356,1.1561375162683944,5.924617600293729,4.000619463830012,2.8744010722920112
2011-12-01,11.67420768737793,2011,6.255116160168127,2.4304083710540603,3.3112353612059313,3.295312647002972,4.726256885692144,4.656797284549506
2012-01-01,12.37539005279541,2012,6.369462345107759,2.1208565563339956,3.3351157136364735,5.578583115742469,5.33009622476512,3.7732963978159777
2012-02-01,13.728397369384766,2012,6.676657409422276,4.707209828332024,2.6026612297937417,3.588646953510886,5.83364658404684,4.260756076998486
2012-03-01,16.385055541992188,2012,6.236256480915792,3.876952368281829,3.448100506906205,3.32147009078077,4.732026783680302,3.794758791551156
2012-04-01,18.61680030822754,2012,5.784488090199464,3.517090231344122,2.0050257098730873,5.783907185361135,4.129747275670215,2.3005130216042997
2012-05-01,17.518381118774414,2012,5.151726656217328,2.3808332412649182,1.0475142128346226,3.1813407689558106,5.8828513436357595,3.4470842493942184
2012-06-01,16.8822078704834,2012,6.006834541709714,4.870161301668049,1.2907519812009847,5.949724309417196,4.169086670760246,3.7930463840834223
2012-07-01,17.83106231689453,2012,5.504873888688041,2.6739721929252998,3.579563471005365,5.590329400531,5.005687421286271,4.15521883309508
2012-08-01,18.261104583740234,2012,5.173840576174848,2.405651941138564,2.5292065300118116,4.647753814133683,4.5298617724448125,2.3172058037793515
2012-09-01,20.39948081970215,2012,6.049022779140509,2.0755972844632087,3.4855907787445255,3.8025355720615996,5.75864331853012,4.133621482202067
